Subject	OverallAcc	Class0Acc	Class1Acc	Class2Acc
1	0.6444	0.7111	0.5652	0.5909
3	0.3333	0.3556	0.3478	0.2727
4	0.6444	0.8444	0.1739	0.7273
6	0.3778	0.3556	0.3750	0.4286
7	0.7778	0.7556	0.6522	0.9545
8	0.5778	0.7333	0.3182	0.5217
9	0.2667	0.2000	0.4167	0.2381
11	0.4889	0.4889	0.6957	0.2727
12	0.5889	0.5778	0.6667	0.5417
13	0.5444	0.4000	0.6522	0.7273
14	0.4333	0.4000	0.0455	0.8696
15	0.8667	0.8667	0.8696	0.8636
16	0.6333	0.6222	0.6818	0.6087
17	0.5556	0.6222	0.8261	0.1364
18	0.4556	0.5556	0.0909	0.6087
19	0.6111	0.6667	0.5652	0.5455
21	0.5778	0.5556	0.3333	0.9048
23	0.5889	0.4667	0.8182	0.6087
24	0.3444	0.3111	0.0909	0.6522
25	0.7333	0.8667	0.6364	0.5652
26	0.4444	0.4222	0.6250	0.2857
27	0.4444	0.4444	0.3043	0.5909
30	0.4444	0.2889	1.0000	0.1429
36	0.6000	0.7333	0.7391	0.1818
37	0.3295	0.2889	0.7273	0.0000
38	0.4444	0.5333	0.3913	0.3182
44	0.6444	0.5556	0.6818	0.7826
45	0.7889	0.8444	0.8261	0.6364
47	0.4000	0.3556	0.2917	0.6190
49	0.7000	0.8667	0.3043	0.7727
50	0.4556	0.6222	0.2174	0.3636
51	0.4444	0.5111	0.3750	0.3810
53	0.4000	0.2444	0.5909	0.5217
55	0.8000	0.7111	0.8261	0.9545
56	0.5000	0.2667	0.5455	0.9130
57	0.5222	0.7333	0.3750	0.2381
58	0.4222	0.3111	0.7500	0.2857
61	0.6111	0.4889	0.7273	0.7391
63	0.3333	0.2889	0.5000	0.2609
64	0.4944	0.3778	0.6087	0.6190
66	0.2444	0.2000	0.2727	0.3043
67	0.3556	0.4667	0.3182	0.1739
71	0.6889	0.7778	0.7273	0.4783
73	0.6667	0.8000	0.6190	0.4286
74	0.4659	0.4889	0.3636	0.5238
76	0.2989	0.2444	0.4762	0.2381
79	0.4000	0.5778	0.2727	0.1739
80	0.6111	0.5556	0.6957	0.6364
83	0.6778	0.8667	0.7273	0.2609
86	0.4889	0.3556	0.6818	0.5652
87	0.3667	0.3111	0.2273	0.6087
89	0.5889	0.7778	0.3333	0.4762
90	0.5556	0.6222	0.6364	0.3478
91	0.4000	0.3111	0.5909	0.3913
96	0.5444	0.4889	0.6522	0.5455
98	0.5111	0.5111	0.7391	0.2727
99	0.3556	0.2667	0.2273	0.6522
101	0.3889	0.5333	0.4091	0.0870
102	0.7241	0.7111	0.6667	0.8095
103	0.4778	0.4000	0.7727	0.3478
107	0.3667	0.3556	0.4583	0.2857
108	0.5000	0.6667	0.1818	0.4783
